business_name,lic_code,street_address,business_start_date,business_end_date,Lifespan,isClosed,full_address,business_id,name,district,MA,year,latitude,longitude,tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184,Opening_year,Closing_year,Opening_month,Closing_month,input_string,price_level,rating,business_name.1,Q1_16_Nature_Exp,Q2_16_Nature_Exp,Q3_16_Nature_Exp,Q4_16_Nature_Exp,Q1_17_Nature_Exp,Q2_17_Nature_Exp,Q3_17_Nature_Exp,Q4_17_Nature_Exp,Q1_16_Family_Fun,Q2_16_Family_Fun,Q3_16_Family_Fun,Q4_16_Family_Fun,Q1_17_Family_Fun,Q2_17_Family_Fun,Q3_17_Family_Fun,Q4_17_Family_Fun,Q1_16_Healthy_Lifestyle,Q2_16_Healthy_Lifestyle,Q3_16_Healthy_Lifestyle,Q4_16_Healthy_Lifestyle,Q1_17_Healthy_Lifestyle,Q2_17_Healthy_Lifestyle,Q3_17_Healthy_Lifestyle,Q4_17_Healthy_Lifestyle,Q1_16_Nightlife_Hotspot,Q2_16_Nightlife_Hotspot,Q3_16_Nightlife_Hotspot,Q4_16_Nightlife_Hotspot,Q1_17_Nightlife_Hotspot,Q2_17_Nightlife_Hotspot,Q3_17_Nightlife_Hotspot,Q4_17_Nightlife_Hotspot,Q1_16_Artsy,Q2_16_Artsy,Q3_16_Artsy,Q4_16_Artsy,Q1_17_Artsy,Q2_17_Artsy,Q3_17_Artsy,Q4_17_Artsy,Q1_16_Foodie,Q2_16_Foodie,Q3_16_Foodie,Q4_16_Foodie,Q1_17_Foodie,Q2_17_Foodie,Q3_17_Foodie,Q4_17_Foodie,Q1_16_Hipster,Q2_16_Hipster,Q3_16_Hipster,Q4_16_Hipster,Q1_17_Hipster,Q2_17_Hipster,Q3_17_Hipster,Q4_17_Hipster,Q1_16_Beautiful_Scenery,Q2_16_Beautiful_Scenery,Q3_16_Beautiful_Scenery,Q4_16_Beautiful_Scenery,Q1_17_Beautiful_Scenery,Q2_17_Beautiful_Scenery,Q3_17_Beautiful_Scenery,Q4_17_Beautiful_Scenery,Foodie_16,Foodie_17,lic_code_cat,district_cat,Nature_Exp,Family_Fun,Healthy_Lifestyle,Nightlife_Hotspot,Artsy,Foodie,Hipster,Beautiful_Scenery
salesforce fremont,,50 fremont st,4/13/2016,,846,1,"50 fremont st, San Francisco, CA, 94105",94243,salesforce fremont,Financial District,96,2018,37.7905027,-122.3972152,Census Tract 615,6075061500,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,6926,216974,88242,3870,78956,6533,25.5,4703,330,1298,111,0,153,508,192,477,100,429,1195,2355,645,316,106,138,5652,412,550,112328,156870,157303,62,73.9,4.5,3,6533,71.1,5,19.6,1.7,2.6,0,2.3,7.7,2.9,7.2,1.5,6.5,18.1,35.6,9.8,4.8,1.6,2.1,85.5,6.2,8.3,4.1,1.6,5,4.5,7.6,9.5,10.6,20.7,12.5,24,11502,35.4,6515,36.2,4987,34.2,1939,8255,6785,1470,6785,2527,4258,56.6,43.4,28.6,82.2,17.8,100,37.2,62.8,2016,,4,,manivanh thai restaurant,1,4.2,west coast wine cheese,67.75,73.49,75.42,76.31,77.12,76.78,72.17,70.72,60.72,59.91,62.9,62.49,68.24,62.58,60.02,58.89,80,80,88.15,85.38,84.92,84.83,80,80.19,78.86,80,79.92,82.19,80,80,79.95,78.43,78.74,79.67,79.5,79.66,79.54,79.94,79.59,78.71,70.74,53.35,77.53,79.87,79.5,79.58,76.42,58.81,34.78,58.23,65.15,64.24,58.34,72.79,54.25,51.05,39.8,38.49,51.41,36.33,33.31,46.68,49.11,40.15,70.3725,73.5775,-1,17,73.72,61.96875,82.93375,79.91875,79.41875,71.975,57.35375,41.91
baiano pizzeria hayes valley,"Restaurant 1,000 - 2,000 Sqft",100 gough st,2/10/2016,,909,1,"100 gough st, San Francisco, CA, 94102",86568,baiano pizzeria,Civic Center,91.5,2017,37.7742734,-122.4222821,Census Tract 168.02,6075016802,"http://en.wikipedia.org/wiki/Civic_Center,_San_Francisco,_California",2241,111798,54127,1192,47406,2183,31.9,1237,496,319,33,0,50,152,0,125,17,141,176,404,492,457,18,151,1605,304,274,52019,100286,108056,56,72.3,2.6,10.7,2183,56.7,22.7,14.6,1.5,4.5,0,2.3,7,0,5.7,0.8,6.5,8.1,18.5,22.5,20.9,0.8,6.9,73.5,13.9,12.6,5.1,6.8,17.7,5.4,11.7,16,3.3,14,7.6,12.3,3264,35.5,1882,38.4,1382,32.6,361,1900,1804,96,1804,314,1490,57.7,42.3,20,94.9,5.1,100,17.4,82.6,2016,,2,,the crepe house,2,4.4,hop oast pub  brewery,66.58,66.91,70.85,74.08,69.95,75.47,68.17,65.84,73.18,71.52,72.35,73.27,73.25,77.62,73.43,73.55,80,81.67,85.11,82.14,82.57,83.08,82.96,80.52,85.63,86.86,90.59,92.09,90.09,90.41,86.81,87.86,96.48,96.67,98.15,98.37,98.24,97.72,96.93,96.62,65.68,70.65,70.17,76.13,76.93,77.82,67.15,64.86,80,85.93,87.64,89.86,87.93,90.94,80,79.63,11.56,12.63,20.51,16.12,7.95,8.59,15.19,13.59,70.6575,71.69,1,7,69.73125,73.52125,82.25625,88.7925,97.3975,71.17375,85.24125,13.2675
rotee express,,180 howard st g2,4/20/2016,,839,1,"180 howard st g2, San Francisco, CA, 94105",34743,rotee express,Financial District,100,2018,37.790863,-122.393159,Census Tract 615,6075061500,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,6926,216974,88242,3870,78956,6533,25.5,4703,330,1298,111,0,153,508,192,477,100,429,1195,2355,645,316,106,138,5652,412,550,112328,156870,157303,62,73.9,4.5,3,6533,71.1,5,19.6,1.7,2.6,0,2.3,7.7,2.9,7.2,1.5,6.5,18.1,35.6,9.8,4.8,1.6,2.1,85.5,6.2,8.3,4.1,1.6,5,4.5,7.6,9.5,10.6,20.7,12.5,24,11502,35.4,6515,36.2,4987,34.2,1939,8255,6785,1470,6785,2527,4258,56.6,43.4,28.6,82.2,17.8,100,37.2,62.8,2016,,4,,dotties true blue cafe,2,4.3,city lunch restaurant,11.37,14.11,17.1,25.83,23.35,20.36,18.54,16.03,2.96,4.81,3.34,9.63,5.28,5.03,2.34,2.36,19.38,16.9,18.05,24.26,25.12,24.15,18.02,16.48,9.46,8.87,21.11,21.63,14.35,13.15,10.39,7.62,38.94,39.02,47.2,47.07,44.32,41.82,39.58,46.04,1.53,2.13,15.12,31.42,15.69,27.7,8.18,3.47,24.29,18.52,36,49.41,28.88,37.66,5.31,15.01,0.75,0.75,1.7,1.76,1.14,1.33,0.77,0.75,12.55,13.76,-1,17,18.33625,4.46875,20.295,13.3225,42.99875,13.155,26.885,1.11875
poke kana,"Restaurant Less Than 1,000 Sqft",65 cambon dr,5/10/2016,,819,1,"65 cambon dr, San Francisco, CA, 94132",87664,poke kana,Parkmerced,93,2017,37.7177842,-122.4739235,Census Tract 332.03,6075033203,"http://en.wikipedia.org/wiki/Parkmerced,_San_Francisco,_California",1939,98172,31990,864,19441,1807,31.7,832,455,500,25,0,0,8,18,359,162,112,222,174,418,198,45,114,1399,370,61,59875,71361,76627,0,65.9,5.6,10.4,1807,45.5,24.9,27.3,1.4,1,0,0,0.4,1,19.6,8.9,6.1,12.1,9.5,22.8,10.8,2.5,6.2,76.4,20.2,3.3,13.6,3.6,7.5,3.7,11.7,27.3,5.5,15.3,9,2.7,3472,29.9,1653,29.5,1819,30.4,689,1614,1478,136,1478,1,1477,47.6,52.4,46.6,91.6,8.4,100,0.1,99.9,2016,,5,,china express chinese food  d,2,4,starbucks coffee,52.81,52.88,57.9,53.56,63.74,60,52.05,51.41,74.73,74.53,77.7,73.84,79.3,78.99,75.55,75.44,79.91,79.98,80,79.99,80,79.99,79.91,79.91,73.15,78.47,78.07,78.77,78.94,79.06,77.53,75.42,79.73,79.91,79.98,80,80,80,79.99,79.9,74.55,72.46,78.6,78.85,79.19,79.23,73.89,67.98,47.45,58.41,54.11,64.8,53.54,69.61,51.62,49.64,47.44,47.91,51.14,53.32,40.11,50.53,51.29,50.51,76.115,75.0725,3,50,55.54375,76.26,79.96125,77.42625,79.93875,75.59375,56.1475,49.03125
coast poke counter,,market plaza  pl-25,5/16/2016,5/12/2017,361,0,"market plaza  pl-25, San+francisco, CA, 94105",90255,coast poke counter,Financial District,98,2018,37.7940114,-122.3953299,Census Tract 615,6075061500,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,6926,216974,88242,3870,78956,6533,25.5,4703,330,1298,111,0,153,508,192,477,100,429,1195,2355,645,316,106,138,5652,412,550,112328,156870,157303,62,73.9,4.5,3,6533,71.1,5,19.6,1.7,2.6,0,2.3,7.7,2.9,7.2,1.5,6.5,18.1,35.6,9.8,4.8,1.6,2.1,85.5,6.2,8.3,4.1,1.6,5,4.5,7.6,9.5,10.6,20.7,12.5,24,11502,35.4,6515,36.2,4987,34.2,1939,8255,6785,1470,6785,2527,4258,56.6,43.4,28.6,82.2,17.8,100,37.2,62.8,2016,2017,5,5,panda express,1,3.5,starbucks coffee #5510,71.75,73.29,77.17,75.43,73.62,78.13,73.9,67.62,57.53,57.57,64.47,70.89,67.81,68.76,61.6,63.2,66.53,71.61,74.3,72.39,72.78,70.53,70.9,66.14,18.52,20.72,35.99,29.98,32.26,28.87,21.09,22.3,58.23,57.61,62.54,65.99,62.46,61.34,63.4,55.53,48.39,37.47,70.16,63.1,70.75,76.18,44.52,34.95,41.15,51.46,43.77,62.92,56.79,54.32,40.35,48.56,3.55,3.53,3.88,4.05,3.88,3.52,3.67,3.81,54.78,56.6,-1,17,73.86375,63.97875,70.6475,26.21625,60.8875,55.69,49.915,3.73625
fermentation lab,"Restaurant 1,000 - 2,000 Sqft",1230 market st,5/17/2016,,812,1,"1230 market st, San Francisco, CA, 94102",89865,fermentation lab,Civic Center,94,2017,37.778404,-122.4155034,Census Tract 124.02,6075012402,"http://en.wikipedia.org/wiki/Civic_Center,_San_Francisco,_California",1439,44595,23441,1570,24228,1219,28.7,489,489,182,72,16,79,75,6,59,10,27,135,166,232,294,153,36,1056,199,33,18908,34463,45318,150,51.9,10.5,20.5,1219,38,38,14.1,5.6,4.3,1.2,6.1,5.8,0.5,4.6,0.8,2.1,10.5,12.9,18,22.8,11.9,2.8,82,15.5,2.6,26.5,19,11.1,10.1,10.5,13.1,5.7,1.6,0.3,2.1,3974,36.8,2410,38.9,1564,34,493,2517,2254,263,2254,94,2160,60.6,39.4,21.9,89.6,10.4,100,4.2,95.8,2016,,5,,sweet joannas cafe,1,4.1,starbucks coffee #6605,66.01,67.22,72.22,74.22,73.25,77.23,69.58,66.86,67.96,66.08,67.9,72.04,75.88,77.86,68.98,71.18,80,80.79,82.39,81.62,80.65,81.43,81.54,80,84.65,85.93,90.52,90.63,87.37,89.16,85.27,85.33,97.49,97.71,99.35,99.23,99.55,98.87,97.92,97.76,72.39,76.36,73.55,77.82,77.86,78.82,72.01,73.24,81.54,89.45,89.98,90.37,90.9,92.03,80,79.51,14.68,14.91,18.38,24.78,17.03,20.24,26.34,19.02,75.03,75.4825,1,7,70.82375,70.985,81.0525,87.3575,98.485,75.25625,86.7225,19.4225
ohana poke and salad bar,"Restaurant Less Than 1,000 Sqft",605 kearny st,5/27/2016,,802,1,"605 kearny st, San Francisco, CA, 94108",91253,ohana poke and salad bar,Chinatown,82,2017,37.7937211,-122.4048488,Census Tract 118,6075011800,http://www.sfgate.com/neighborhoods/sf/chinatown/,931,32698,17853,280,11875,770,25.1,128,419,211,6,0,0,28,9,83,22,14,38,176,47,193,170,12,683,58,51,23779,44174,56098,43,56.2,14.9,29.7,770,16.2,52.9,26.6,0.8,3.5,0,0,3.5,1.1,10.5,2.8,1.8,4.8,22.2,5.9,24.4,21.5,1.5,86.2,7.3,6.4,19.8,16.2,20.1,8.4,23.6,2.9,1.3,4.9,1.5,1.3,1500,50.3,728,48.3,772,52.4,373,800,695,105,695,13,682,48.5,51.5,53.7,86.9,13.1,100,1.9,98.1,2016,,5,,amicis east coast pizzeria,2,4.1,starbucks coffee #9219,62.86,70.46,74.17,68.84,71.11,77.58,67.83,67.83,60.16,58.88,66.64,68.46,68.84,59.44,59.63,63.61,93.5,94.12,94,94.91,95.16,96.57,93.47,93.55,88.42,88.91,87.22,91.5,89.17,90.04,91.17,88.31,87.02,85.11,89.26,90.82,88.49,88.06,86.67,87.39,72.23,78.04,77.39,79.13,79.33,80.52,77.43,73.12,74.83,77.67,79.71,79.74,79.03,78.26,77.4,75.63,80,79.99,79.97,85.04,80,80,79.99,80,76.6975,77.6,3,6,70.085,63.2075,94.41,89.3425,87.8525,77.14875,77.78375,80.62375
chongqing xiaomian,"Restaurant Less Than 1,000 Sqft",915 kearny st,5/31/2016,,798,1,"915 kearny st, San Francisco, CA, 94133",88082,chongqing xiaomian,Chinatown,85,2017,37.7964178,-122.4053695,Census Tract 611,6075061100,http://www.sfgate.com/neighborhoods/sf/chinatown/,1988,31141,13235,1095,11069,1658,23.7,231,788,345,115,0,82,153,28,266,32,39,22,105,204,336,337,54,1423,187,48,14270,25319,31210,141,50.6,16.6,40.3,1658,13.9,47.5,20.8,6.9,10.8,0,4.9,9.2,1.7,16,1.9,2.4,1.3,6.3,12.3,20.3,20.3,3.3,85.8,11.3,2.9,21.9,31.1,21.4,7.9,7.4,6.2,0.9,0.4,2.1,0.8,4307,55.2,2077,54,2230,55.8,1126,2351,2135,216,2135,78,2057,48.2,51.8,52.7,90.8,9.2,100,3.7,96.3,2016,,5,,amicis east coast pizzeria,2,3.8,starbucks coffee #5945,79.07,79.94,80,79.96,79.82,79.9,78.97,78.88,79.64,79.96,79.97,79.84,79.83,80,80,79.82,79.71,79.72,80.25,80,79.96,79.99,79.72,79.16,73.24,77.2,78.41,78.15,77.45,78.06,76.9,77.65,80,80,80,80.06,80,80,80,80,55.94,48.1,68.05,68.26,62.98,65.92,71.77,61.73,58.2,68.23,61.16,73.72,67.28,69.9,63.12,62.95,66.26,72.2,65.53,71.15,69.92,71.94,63.65,63.12,60.0875,65.6,3,6,79.5675,79.8825,79.81375,77.1325,80.0075,62.84375,65.57,67.97125
oyogu sushi,"Restaurant 1,000 - 2,000 Sqft",4036 balboa st,4/12/2016,,847,1,"4036 balboa st, San Francisco, CA, 94121",87510,oyogu sushi,Outer Richmond,83.5,2018,37.7757116,-122.5022438,Census Tract 479.01,6075047901,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,4187,107162,40125,1106,42592,3738,32.1,1837,690,909,224,0,242,171,132,311,164,49,396,771,711,527,198,161,2917,604,312,78643,97107,96651,46,71.4,8.5,1.8,3738,47.9,18,23.7,5.8,4.5,0,6.3,4.5,3.4,8.1,4.3,1.3,10.3,20.1,18.5,13.7,5.2,4.2,76.1,15.8,8.1,2.7,3,8.7,6.8,11.5,13.9,13.5,21.4,6.5,12,6400,44.1,3117,42.8,3283,45.4,1480,2893,2670,223,2670,1273,1397,48.7,51.3,55.4,92.3,7.7,100,47.7,52.3,2016,,4,,royal ground coffee,1,4.6,starbucks coffee #14393,60.94,63.42,77.07,73.44,69.7,74.31,61.09,69.72,72.01,71.79,73.99,76.28,74.14,74.91,72.75,75.63,90.19,90.26,88.83,90.45,91.36,92.13,88.44,89.73,95.28,95.7,96.16,96.66,95.68,95.93,96.64,95.53,95.13,94.53,96.6,96.43,96.53,96.01,95.36,95.53,76.37,79.62,79.91,79.95,79.66,80,79.19,76.55,86.93,86.06,90.71,91.23,90.6,89.16,88.74,82.46,78.3,77.54,79.93,78.29,78.6,78.3,73.56,76.32,78.9625,78.85,1,46,68.71125,73.9375,90.17375,95.9475,95.765,78.90625,88.23625,77.605
tancca llc,"Restaurant Less Than 1,000 Sqft",5015 geary blvd,5/15/2016,,814,1,"5015 geary blvd, San Francisco, CA, 94118",88119,tancca llc,Inner Richmond,94,2018,37.7804527,-122.4732225,Census Tract 476,6075047600,http://www.sfgate.com/neighborhoods/sf/innerrichmond/,3137,99619,35493,1058,37306,2876,28.1,1454,487,656,180,0,98,102,27,309,218,233,194,421,770,371,153,104,2384,241,357,65682,83187,85930,117,67.1,4.4,5.1,2876,48.5,16.2,21.9,6,7.4,0,3.3,3.4,0.9,10.3,7.3,7.8,6.5,14,25.7,12.4,5.1,3.5,79.5,8,11.9,3.8,7.1,6.6,12.7,8.3,18.4,11.7,17.2,6.8,7.3,5137,41.4,2432,40.7,2705,42.2,1199,2338,2173,165,2173,890,1283,47.3,52.7,55.2,92.9,7.1,100,41,59,2016,,5,,ton kiang restaurant inc,2,4.1,starbucks coffee #14311,69.08,66.78,72.8,72.7,71.87,74.38,76.07,66.13,63.97,65.63,68.3,65.2,68.53,68.67,64.56,64,80,83.72,85.41,81.49,82.6,80.23,79.99,80,72.88,75.76,75.82,77.66,74.99,74.71,75.52,74.68,80,82.43,85.49,86.35,85.9,86.09,82.54,80.15,43.27,49.79,63.21,68.15,54.11,79.57,51.66,37.78,60.64,64.86,74.95,63.58,66.18,69.12,59.85,54.34,22.87,31.07,30.65,25.8,25.29,36.23,28.44,26.44,56.105,55.78,3,28,71.22625,66.1075,81.68,75.2525,83.61875,55.9425,64.19,28.34875
kushi tsuru,"Restaurant 1,000 - 2,000 Sqft",1737 post st 380,6/10/2016,,788,1,"1737 post st 380, San Francisco, CA, 94115",88303,kushi tsuru,Japantown,79,2018,37.785172,-122.430725,Census Tract 155,6075015500,"http://en.wikipedia.org/wiki/Japantown,_San_Francisco,_California",1627,70757,40384,1596,41854,1473,27.2,822,222,258,119,0,3,39,0,106,44,335,103,315,258,176,97,19,1327,107,61,48058,68201,75570,105,42.6,8.1,1.8,1473,55,14.8,17.3,8,4.9,0,0.2,2.6,0,7.1,2.9,22.4,6.9,21.1,17.3,11.8,6.5,1.3,88.8,7.2,4.1,13.7,11.3,9.5,5.2,12.3,12,15.4,13,2.8,4.8,3622,45.7,1523,39.8,2099,53.3,533,2441,2176,265,2176,264,1912,42,58,24.5,89.1,10.9,100,12.1,87.9,2016,,6,,niji japanese grille,1,3.4,esperpento tapas restaurant,71.38,75.96,79.27,77.73,76.48,78.19,73.95,67.59,76.24,78.76,78.9,78.91,74.43,77.81,76.76,76.14,80,79.99,79.99,80,80,80,80,79.97,80,80,87.89,87.73,83.9,83.02,80,80,94.55,94.09,96.23,95.82,95.6,94.27,93.4,93.17,79.97,80,79.81,83.01,79.97,80,79.44,79.26,90.52,93.89,95.79,96.94,95.97,95.98,88.12,86.02,39.39,34.5,45.68,41.86,37.34,39.62,39.47,51.22,80.6975,79.6675,1,30,75.06875,77.24375,79.99375,82.8175,94.64125,80.1825,92.90375,41.135
betty lous seafood  grill,"Restaurant Greater Than 2,000 Sqft",318 columbus ave,6/11/2016,,787,1,"318 columbus ave, San Francisco, CA, 94133",88555,betty lous seafood  grill,North Beach,91.5,2017,37.7982268,-122.4070165,Census Tract 106,6075010600,http://www.sfgate.com/neighborhoods/sf/northbeach/,2449,59887,29233,963,28182,2205,29.2,751,721,613,82,0,82,124,13,220,53,86,213,461,201,529,190,74,2025,121,100,27611,60353,72995,113,67.5,8.3,24.8,2205,33.4,32.1,27.3,3.7,3.5,0,3.7,5.5,0.6,9.8,2.4,3.8,9.5,20.5,8.9,23.6,8.5,3.3,90.2,5.4,4.5,12.7,11.8,21.3,7.3,6.5,8,7.8,17.9,2.2,4.4,3894,42.6,2133,41.9,1761,43.3,710,2286,2015,271,2015,182,1833,54.8,45.2,35.2,88.1,11.9,100,9,91,2016,,6,,extreme pizza,2,3.9,swan oyster depot,51.02,58.12,65.73,69.55,72.52,69.36,59.94,63.39,57.18,62.17,67.93,69.43,67.21,67.3,62.28,64.18,87.04,87.53,89.64,88.87,88.13,88.28,87.16,85.66,82.73,88.75,87.34,88.15,88.06,88.28,88.48,86.7,89.67,90.44,91.98,91.38,91.76,91.92,91.05,91.48,74.95,76.98,80,80,80,79.97,78.53,74.79,79.86,79.53,79.99,79.87,79.78,80,79.91,76.65,47.23,57.8,27.92,58.11,29.13,51.22,46.09,51.05,77.9825,78.3225,2,43,63.70375,64.71,87.78875,87.31125,91.21,78.1525,79.44875,46.06875
bobo drinks,"Restaurant 1,000 - 2,000 Sqft",245 jefferson st,7/6/2016,,762,1,"245 jefferson st, San Francisco, CA, 94133",88389,bobo drinks,Fishermans Wharf,67,2017,37.8078683,-122.4165082,Census Tract 101,6075010100,http://www.sfgate.com/neighborhoods/sf/fishermanswharf/,2236,92317,41840,1568,50106,2060,28,1279,230,490,22,0,44,45,35,217,26,96,381,626,267,221,105,36,1762,122,215,54095,69502,85671,43,65.1,6.1,21.4,2060,60.9,11,23.3,1,3.7,0,2.1,2.1,1.7,10.3,1.2,4.6,18.2,29.8,12.7,10.5,5,1.7,83.9,5.8,10.2,10.5,11.3,12.2,1.8,11.6,15,13.2,13,6.4,4.9,3739,38.7,1754,38.5,1985,39.1,713,2267,2090,177,2090,383,1707,46.9,53.1,34.1,92.2,7.8,100,18.3,81.7,2016,,7,,el tonayense catering truck,1,4.3,kitaro japanese restaurant,67.41,70.31,75.12,73.27,70.34,76.93,71.16,63.85,61.34,61.62,69.4,71.04,71.78,66.93,67.04,68.38,61.61,65.66,70.29,67.14,67.5,64.78,64.87,61.09,18.86,20.74,34.19,30.07,33.79,26.41,21.33,21.27,54.91,54.49,59.28,63.85,58.86,58.24,60.24,50.36,48.98,37.7,65.6,66.84,68.38,75.85,41.69,26.37,40.47,56.55,43.61,66.74,51.95,57.4,40.19,50.11,4.55,4.46,5.12,5.25,4.82,4.45,4.51,4.9,54.78,53.0725,1,18,71.04875,67.19125,65.3675,25.8325,57.52875,53.92625,50.8775,4.7575
dancing bull,"Restaurant 1,000 - 2,000 Sqft",4217 geary blvd,7/8/2016,,760,1,"4217 geary blvd, San Francisco, CA, 94118",88702,dancing bull,Inner Richmond,88,2017,37.7807951,-122.4646612,Census Tract 452,6075045200,http://www.sfgate.com/neighborhoods/sf/innerrichmond/,3593,136830,46975,1307,41676,3338,27.3,1849,608,649,84,14,128,229,34,190,53,163,352,618,886,427,241,20,2633,319,403,61781,106226,114089,5,63.6,6.6,2.4,3338,55.1,18.1,19.3,2.5,4.9,0.4,3.8,6.8,1,5.7,1.6,4.9,10.5,18.4,26.4,12.7,7.2,0.6,78.5,9.5,12,6.8,5.4,6.9,9.6,12.8,15.6,10.3,12.8,7.7,12.2,6474,38.8,3067,38,3407,39.4,1403,2980,2735,245,2735,1036,1699,47.4,52.6,51.3,91.8,8.2,100,37.9,62.1,2016,,7,,panda express,1,3.6,caffe macaroni,65.45,76.31,79.22,76.68,72.27,79.4,71.24,77.23,73.82,76.69,77.57,78.58,79.14,77.04,78.06,77.84,87.7,89.9,86.85,86.98,89.35,91.63,88.16,87.43,93.22,93.26,94.62,96.35,92.65,93.33,95.43,93.55,90.71,90.22,93.04,92.44,92.65,91.75,92.27,92.03,74.3,78.9,79.81,79.98,80,80,79.98,77,79.98,81.88,90.54,89.44,92.12,89.79,84.32,79.98,72.39,76.13,77.51,79.42,78.07,73.96,74.97,77.92,78.2475,79.245,1,28,74.725,77.3425,88.5,94.05125,91.88875,78.74625,86.00625,76.29625
fang yuan kitchen,,31 cambon dr,7/8/2016,8/2/2017,390,0,"31 cambon dr, San Francisco, CA, 94132",96147,fang yuan kitchen,Parkmerced,74,2018,37.7181232,-122.4742535,Census Tract 332.03,6075033203,"http://en.wikipedia.org/wiki/Parkmerced,_San_Francisco,_California",1939,98172,31990,864,19441,1807,31.7,832,455,500,25,0,0,8,18,359,162,112,222,174,418,198,45,114,1399,370,61,59875,71361,76627,0,65.9,5.6,10.4,1807,45.5,24.9,27.3,1.4,1,0,0,0.4,1,19.6,8.9,6.1,12.1,9.5,22.8,10.8,2.5,6.2,76.4,20.2,3.3,13.6,3.6,7.5,3.7,11.7,27.3,5.5,15.3,9,2.7,3472,29.9,1653,29.5,1819,30.4,689,1614,1478,136,1478,1,1477,47.6,52.4,46.6,91.6,8.4,100,0.1,99.9,2016,2017,7,8,the castro republic,2,4.4,manivanh thai restaurant,58.18,70.6,77.27,79.92,78.25,80,64.79,63.66,50.26,65,73.3,65.08,62.69,64.07,60.17,53.86,67.65,68.71,68.4,72.75,68.96,70.11,69.62,67.19,76.15,77.17,79.57,78.8,78.05,78.93,77.47,77.35,90.1,90.24,92.01,91.91,91.92,91.13,90.13,90.54,71.28,68.62,73.27,70.12,69.63,75.43,69.19,70.89,79.97,79.7,85.31,87.21,80,85.76,79.97,78.25,20.82,25.63,23.92,25.57,21.73,24.65,23.36,23.24,70.8225,71.285,-1,50,71.58375,61.80375,69.17375,77.93625,90.9975,71.05375,82.02125,23.615
dim sum kitchen inc,"Restaurant 1,000 - 2,000 Sqft",2520 san bruno ave,7/13/2016,,755,1,"2520 san bruno ave, San Francisco, CA, 94134",88488,dim sum kitchen inc,Portola,76.5,2018,37.7296615,-122.4048103,Census Tract 257.02,6075025702,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#portola,1757,73276,22748,268,25828,1562,28.6,480,321,407,154,0,148,104,78,150,72,33,86,206,238,181,203,111,1223,222,165,60500,67587,70642,53,57.5,6.9,6.3,1562,29.8,19.9,25.3,9.6,15.4,0,9.2,6.5,4.8,9.3,4.5,2,5.3,12.8,14.8,11.2,12.6,6.9,76,13.8,10.2,4.6,5.9,7.8,15,11.4,23.1,14.6,10.9,3.4,3.4,4665,40.7,2298,39,2367,42.7,981,1291,1229,62,1229,641,588,49.3,50.7,79.8,95.2,4.8,100,52.2,47.8,2016,,7,,cafe francisco,1,4.5,moscone center joint venture,76.4,72.09,78.62,78.31,77.99,79,78.58,76.57,80,80.89,82.21,86.55,82.16,81.16,80,85.42,87.79,90.39,90.1,90.76,90.58,91.55,88.32,88.73,93,92.64,94.15,95.72,95.17,95.01,94.87,93.63,94.37,93.72,95.7,96.14,95.35,95.69,93.75,94.24,74.25,76.25,74.85,78.97,77.96,79.97,74.14,66.21,80,85.25,89.66,88.71,85.42,85.9,85.3,85.13,76.66,77.41,79.39,77,70.42,77.25,72.18,63.38,76.08,74.57,1,54,77.195,82.29875,89.7775,94.27375,94.87,75.325,85.67125,74.21125
