"business_id","date","description"
3859,"20160817","Improper or defective plumbing  [ date violation corrected: 10/12/2016 ]"
3859,"20160817","High risk food holding temperature   [ date violation corrected: 9/14/2016 ]"
3859,"20160817","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/17/2016 ]"
3861,"20171106","Improper cooling methods  [ date violation corrected: 11/6/2017 ]"
3861,"20171106","Wiping cloths not clean or properly stored or inadequate sanitizer"
3861,"20171106","Moderate risk food holding temperature   [ date violation corrected: 11/6/2017 ]"
3861,"20171106","Foods not protected from contamination  [ date violation corrected: 11/6/2017 ]"
3861,"20161025","Inadequate warewashing facilities or equipment  [ date violation corrected: 11/6/2017 ]"
3861,"20161025","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/6/2017 ]"
3861,"20161025","Improper cooling methods  [ date violation corrected: 10/25/2016 ]"
3861,"20160503","Improper reheating of food  [ date violation corrected: 5/3/2016 ]"
3861,"20160503","Improper cooling methods  [ date violation corrected: 5/3/2016 ]"
3861,"20160503","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/3/2016 ]"
3861,"20160503","Foods not protected from contamination  [ date violation corrected: 5/11/2016 ]"
3861,"20160503","No thermometers or uncalibrated thermometers   [ date violation corrected: 5/11/2016 ]"
3861,"20160503","Inadequate warewashing facilities or equipment  [ date violation corrected: 5/11/2016 ]"
3862,"20170905","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/12/2017 ]"
3862,"20170905","Improper cooling methods  [ date violation corrected: 9/5/2017 ]"
3862,"20170905","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/12/2017 ]"
3862,"20170905","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/12/2017 ]"
3862,"20170905","Moderate risk vermin infestation  [ date violation corrected: 9/12/2017 ]"
3862,"20170905","Foods not protected from contamination  [ date violation corrected: 9/12/2017 ]"
3862,"20170905","Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 9/12/2017 ]"
3862,"20170905","Permit license or inspection report not posted  [ date violation corrected: 9/12/2017 ]"
3862,"20170104","Low risk vermin infestation  [ date violation corrected: 9/5/2017 ]"
3862,"20170104","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/5/2017 ]"
3862,"20170104","Moderate risk food holding temperature   [ date violation corrected: 1/4/2017 ]"
3862,"20170104","Unclean or unsanitary food contact surfaces  [ date violation corrected: 1/13/2017 ]"
3862,"20170104","Improper cooling methods  [ date violation corrected: 1/4/2017 ]"
3862,"20170104","Foods not protected from contamination  [ date violation corrected: 1/13/2017 ]"
3862,"20170104","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/13/2017 ]"
3862,"20170104","Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 1/13/2017 ]"
3862,"20170104","Improper thawing methods   [ date violation corrected: 1/4/2017 ]"
3862,"20160712","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/4/2017 ]"
3862,"20160712","Low risk vermin infestation  [ date violation corrected: 1/4/2017 ]"
3862,"20160712","Moderate risk food holding temperature   [ date violation corrected: 7/12/2016 ]"
3862,"20160712","Improper thawing methods   [ date violation corrected: 7/12/2016 ]"
3862,"20160712","Improper storage of equipment utensils or linens  [ date violation corrected: 7/19/2016 ]"
3862,"20160712","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/19/2016 ]"
3862,"20160712","Improper cooling methods  [ date violation corrected: 7/12/2016 ]"
3864,"20170918","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/27/2017 ]"
3864,"20170918","Moderate risk food holding temperature   [ date violation corrected: 9/27/2017 ]"
3864,"20170918","Unclean nonfood contact surfaces  [ date violation corrected: 9/27/2017 ]"
3864,"20170918","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/27/2017 ]"
3864,"20170918","Employee eating or smoking  [ date violation corrected: 9/27/2017 ]"
3864,"20170918","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/27/2017 ]"
3867,"20180213","Inadequately cleaned or sanitized food contact surfaces"
3867,"20180213","Foods not protected from contamination"
3867,"20180213","Improper cooling methods"
3867,"20180213","Moderate risk vermin infestation"
3867,"20150922","Improper food storage  [ date violation corrected: 2/13/2018 ]"
3868,"20180227","Inadequately cleaned or sanitized food contact surfaces"
3868,"20170711","Improper food storage  [ date violation corrected: 7/28/2017 ]"
3868,"20170711","Improper cooling methods  [ date violation corrected: 7/28/2017 ]"
3868,"20170711","Moderate risk food holding temperature   [ date violation corrected: 7/28/2017 ]"
3868,"20160308","Moderate risk food holding temperature   [ date violation corrected: 3/23/2016 ]"
3869,"20180608","Improper or defective plumbing"
3869,"20180608","Improper food storage"
3869,"20180608","Wiping cloths not clean or properly stored or inadequate sanitizer"
3869,"20170619","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/22/2018 ]"
3869,"20170619","Unclean nonfood contact surfaces  [ date violation corrected: 5/22/2018 ]"
3869,"20170619","Improper food storage  [ date violation corrected: 5/22/2018 ]"
3869,"20170619","Unclean hands or improper use of gloves  [ date violation corrected: 5/22/2018 ]"
3869,"20170619","High risk food holding temperature   [ date violation corrected: 5/22/2018 ]"
3869,"20160711","Moderate risk food holding temperature   [ date violation corrected: 8/26/2016 ]"
3869,"20160711","Improper food storage  [ date violation corrected: 8/26/2016 ]"
3869,"20160711","Low risk vermin infestation  [ date violation corrected: 8/26/2016 ]"
3869,"20160711","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/26/2016 ]"
3869,"20160127","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/27/2016 ]"
3869,"20160127","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/27/2016 ]"
3869,"20160127","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/27/2016 ]"
3870,"20180105","Inadequately cleaned or sanitized food contact surfaces"
3870,"20180105","Unclean nonfood contact surfaces"
3870,"20180105","Moderate risk vermin infestation"
3870,"20170717","High risk vermin infestation  [ date violation corrected: 1/1/2018 ]"
3870,"20170717","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/1/2018 ]"
3870,"20170717","Improper storage of equipment utensils or linens  [ date violation corrected: 1/1/2018 ]"
3870,"20161129","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/27/2017 ]"
3870,"20161129","Permit license or inspection report not posted  [ date violation corrected: 6/27/2017 ]"
3870,"20161129","Moderate risk vermin infestation  [ date violation corrected: 6/27/2017 ]"
3870,"20161129","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/27/2017 ]"
3870,"20161129","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/27/2017 ]"
3870,"20161129","Moderate risk food holding temperature   [ date violation corrected: 6/27/2017 ]"
3870,"20160608","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 6/21/2016 ]"
3870,"20160608","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/21/2016 ]"
3870,"20160608","Moderate risk vermin infestation  [ date violation corrected: 6/21/2016 ]"
3870,"20160608","Moderate risk food holding temperature   [ date violation corrected: 6/21/2016 ]"
3870,"20151119","Unclean nonfood contact surfaces  [ date violation corrected: 5/30/2016 ]"
3870,"20151119","Improper cooling methods  [ date violation corrected: 5/30/2016 ]"
3870,"20151119","Moderate risk food holding temperature   [ date violation corrected: 5/30/2016 ]"
3870,"20151119","Low risk vermin infestation  [ date violation corrected: 5/30/2016 ]"
3870,"20151119","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/30/2016 ]"
3875,"20180124","Foods not protected from contamination  [ date violation corrected: 1/24/2018 ]"
3875,"20180124","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/24/2018 ]"
3875,"20180124","Unclean or degraded floors walls or ceilings"
3875,"20180124","Unapproved or unmaintained equipment or utensils"
3875,"20180124","Improper storage use or identification of toxic substances"
3875,"20180124","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/24/2018 ]"
3875,"20160706","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/24/2018 ]"
3875,"20160706","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/24/2018 ]"
3875,"20160706","Improper or defective plumbing  [ date violation corrected: 1/24/2018 ]"
3875,"20160706","Unclean nonfood contact surfaces  [ date violation corrected: 1/24/2018 ]"
3875,"20160706","Foods not protected from contamination  [ date violation corrected: 1/24/2018 ]"
3875,"20160706","Moderate risk food holding temperature   [ date violation corrected: 1/24/2018 ]"
3875,"20160706","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/24/2018 ]"
3875,"20160706","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/24/2018 ]"
3875,"20160706","Improper food storage  [ date violation corrected: 1/24/2018 ]"
3875,"20160706","Improper cooling methods  [ date violation corrected: 1/24/2018 ]"
3875,"20160706","No thermometers or uncalibrated thermometers   [ date violation corrected: 1/24/2018 ]"
3877,"20180104","High risk food holding temperature   [ date violation corrected: 1/16/2018 ]"
3877,"20180104","Foods not protected from contamination  [ date violation corrected: 1/16/2018 ]"
3877,"20180104","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/16/2018 ]"
3877,"20180104","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/16/2018 ]"
3877,"20180104","Insufficient hot water or running water  [ date violation corrected: 1/16/2018 ]"
3877,"20160503","Inadequate HACCP plan record keeping  [ date violation corrected: 5/18/2016 ]"
3877,"20160503","No thermometers or uncalibrated thermometers   [ date violation corrected: 5/18/2016 ]"
3877,"20160503","Improper storage of equipment utensils or linens  [ date violation corrected: 5/18/2016 ]"
3877,"20160503","Foods not protected from contamination  [ date violation corrected: 5/18/2016 ]"
3877,"20160503","Improper cooling methods  [ date violation corrected: 5/3/2016 ]"
3885,"20180321","Improper food storage  [ date violation corrected: 3/23/2018 ]"
3885,"20180321","Noncompliance with shell fish tags or display  [ date violation corrected: 3/23/2018 ]"
3885,"20180321","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/23/2018 ]"
3885,"20180321","Inadequate sewage or wastewater disposal  [ date violation corrected: 3/23/2018 ]"
3885,"20160616","Inadequate sewage or wastewater disposal  [ date violation corrected: 3/21/2018 ]"
3885,"20160616","Foods not protected from contamination  [ date violation corrected: 3/21/2018 ]"
3885,"20160616","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/21/2018 ]"
3885,"20160616","High risk vermin infestation  [ date violation corrected: 3/21/2018 ]"
